Job Title,Company Name,Location,Experience Required,Salary,Skills Required,Job Description,Posted Date,Scrape Date,Job Link,Source Platform,Standardized_Job_Title,days_sinced_posted,salary_min,salary_max,salary_avg,Experience_Years
CDP  Tech Data Analyst,Americana Restaurants,Mohali,No experience required,Competitive salary,[],"Technical Data Analyst (CDP) Location: Mohali (Work from Office)We are looking for a Technical Data Analyst with strong experience in customer data, analytics, and CDP platforms.Key Responsibilities:Monitor data quality (completeness, accuracy, integrity)Analyze customer data to generate insights and improve data strategiesWork with data from web, mobile, real-time, and GTM sourcesBuild and automate reports using SQL / PrestoPerform root cause analysis (RCA) for data issuesIdentify improvements in data workflows and processesSupport troubleshooting and data-related issuesCollaborate with cross-functional teams and stakeholdersRequirements:Bachelors or Masters degree in Computer Science / Engineering / Data ScienceExperience with CDP platforms (Treasure Data or similar)Strong knowledge of SQL, Presto, Hive (Python/R is a plus)Good understanding of data pipelines and data sourcesExperience in data analysis, reporting, and visualization toolsStrong analytical and problem-solving skillsGood communication and stakeholder management",5 days ago,2026-04-28,https://internshala.com/job/detail/fresher-cdp-tech-data-analyst-job-in-mohali-at-americana-restaurants1776904313,Internshala,Data Analyst,5.0,,,,0.0
Data Analyst,Joveo,Bangalore,2 year(s),Competitive salary,[],"About Joveo Joveo was founded in 2017 by a group of visionary entrepreneurs and enthusiastic problem solvers who foresaw the need for greater transparency and predictability in recruitment marketing. The focus was on building a cutting-edge technology platform that uses data and machine learning to enable employers, staffing agencies, RPOs, advertising agencies, and job sites to address this need better and more cost-effectively.We're the global leader in programmatic job advertising driving next-gen recruitment technology solutions for employers around the world. Harnessing machine learning and industry expertise, our platform delivers the most relevant candidates in the shortest time, giving our customers a competitive edge. Backed by marquee investors like Nexus Ventures Partners, Joveo has been featured in Forbes Magazines list of Best Startup Employers 2020 and Inc. Magazines List of Americas Fastest-Growing Private Companies 2023.JOVEO stands for a job for everyone. That's our mission - to deliver the right job to everyone in the world. Powering more than twenty million jobs every day, we're changing the way recruitment media buying is done. This has never been more important. Its not just about talent deployment  its about saving lives and families!Role and Responsibilities:Build out user facing dashboard visualizations for an analytics oriented platformCollaborating with engineering teams to integrate and test visualizations into the dashboardThink of data solutions from a performance perspectiveStrive to deliver maintainable, performant deliverables since it is attached to a live product dashboardHands-on experience in BI, BI tools, and creating visualizationsAbility to break down larger tasks and deliver incrementallyConstantly work to improve data representation and visualization even if it is not specifiedBe an ally/partner as well as a consultant to provide actionable insights to key stakeholders - both internal and external.Train and recruit junior analysts/interns as per business needs.Preferred QualificationsExperience with Looker/Looker Studio by Google highly preferredStrong business acumen, critical thinking ability, and attention to detailStrong understanding of data visualization development, data analysis process and turning information into actionable insightsFluency in SQL with 2-3 years of experience working using these toolsExposure of python preferredEducation RequirementsBachelors  Preferred degree in Data Analytics, Computer Science, Information Systems",5 days ago,2026-04-28,https://internshala.com/job/detail/data-analyst-job-in-bangalore-at-joveo1776904291,Internshala,Data Analyst,5.0,,,,2.0
Data Engineer,Joveo,Bangalore,1 year(s),Competitive salary,[],"About JoveoAs the global leader in AI-powered, high-performance recruitment marketing, Joveo is transforming talent attraction and recruitment media buying for the worlds largest employers, staffing firms, RPOs, and media agencies. The Joveo platform enables businesses to attract, source, engage, and hire the best candidates on time and within budget.Backed by marquee investors like Nexus Ventures Partners, Joveo has been featured in Inc. Magazines List of Americas Fastest-Growing Private Companies for three years in a row.Powering millions of jobs every day, Joveos data-driven recruitment marketing platform uses advanced data science and machine learning to dynamically manage and optimize talent sourcing and applications across all online channels while providing real-time insights at every step of the job seeker journey, from click to hire.For more information about Joveos award-winning platform, visit www.joveo.comAbout the RoleWe are looking for a Data Engineer to join our Data Platform team. In this role you will work across two dimensions  building and maintaining data pipelines, and ensuring our Snowflake environment is performant, cost-efficient, and well-governed.Our data platform runs on Snowflake (on AWS), and the team acts as the subject matter expert for how Snowflake is used across the organization. A significant portion of the role involves Snowflake governance  cost optimization, warehouse strategy, query performance, role management, and release processes. You will also contribute to building new data pipelines and transformations, but the day-to-day leans more toward platform health and operational excellence than greenfield pipeline development.If you enjoy writing and tuning SQL, care about how a data platform is run (not just what it produces), and want to be the go-to person for Snowflake best practices  this role is a great fit.ResponsibilitiesData Pipeline Development & MaintenanceContribute to building and maintaining reliable, performant data pipelines (batch and streaming).Design and implement data models for optimal storage, retrieval, and analytical use.Work with data transformation tools (e.g., dbt) and serverless compute (e.g., AWS Lambda) as needed.Ensure data quality and validation across pipelines.Snowflake Cost Management & OptimizationMonitor, analyze, and work toward reducing Snowflake compute and storage costs.Identify expensive queries, inefficient warehouse usage, and unnecessary compute consumption.Implement cost controls such as resource monitors, auto-suspend policies, and query tagging.Warehouse Strategy & Query PerformanceHelp design and maintain the warehouse strategy  which workloads run on which warehouses, sizing, and scaling policies.Optimize query performance by reviewing SQL written by engineers, analysts, and other team members.Use Snowflake profiling tools (Query History, Query Profile, Account Usage views) to identify and resolve bottlenecks.Champion SQL best practices and coding standards across the broader team.Data Ingestion & EgressAct as SME for data flows into and out of Snowflake  streaming connectors, batch loads, or other mechanisms.Monitor ingestion lag, troubleshoot failures, and ensure reliable data delivery.Collaborate with engineering teams to maintain and improve data integration patterns.Release Management & GovernanceOwn the release management process for Snowflake changes (DDL, schema migrations, stored procedures, tasks, etc.).Ensure changes go through a structured review, testing, and deployment process.Manage Snowflake roles, permissions, and access controls (RBAC).Conduct periodic access reviews and enforce the principle of least privilege.QualificationsTechnical Skills  Required1+ years of hands-on experience with Snowflake (or a comparable cloud data warehouse like Databricks/BigQuery, with willingness to go deep on Snowflake).Strong SQL skills  ability to write queries that are both correct and efficient, review and improve SQL written by others, and use Snowflake's query profiling tools to diagnose and resolve performance issues.Good understanding of Snowflake architecture: virtual warehouses, micro-partitions, clustering, caching, and scaling.Familiarity with Snowflake features such as tasks, streams, Snowpipe, stages, and warehouse configuration.Experience with SQL performance tuning and cost-conscious query design.Experience with a cloud platform  AWS preferred.Working knowledge of Python for scripting and automation.Familiarity with Git, CI/CD concepts, and release management practices.Understanding of data warehousing principles, data modeling, and ETL/ELT patterns.Technical Skills  PreferredExperience with Snowflake cost management  credit usage analysis, warehouse tuning, resource monitors.Familiarity with Snowflake RBAC: roles, privileges, and access hierarchy.Experience with data transformation tools such as dbt.Experience with streaming or event-driven data pipelines (e.g., Kafka, Kinesis).Familiarity with Terraform or infrastructure-as-code tools.Experience with monitoring and observability tools (Prometheus, Grafana, Datadog, or Snowflake's native monitoring).Exposure to CDC (Change Data Capture) patterns.Familiarity with Docker and Kubernetes concepts.Soft SkillsOwnership mindset  ability to take ideas from vision to implementation independently.Strong problem-solving and analytical thinking.Ability to review others' work constructively and help raise the bar on SQL quality across teams.Excellent communication skills  ability to explain technical trade-offs to both technical and non-technical stakeholders.Interest in platform governance and operational excellence, not just building new things.What We OfferOpportunity to shape the data platform strategy for a high-growth, data-intensive company.Work with a passionate, tech-first team that values innovation, ownership, and impact.Thrive in a flexible hybrid culture with ample work-life balance.Competitive compensation and comprehensive benefits package.Opportunities for continuous learning and career growth.",5 days ago,2026-04-28,https://internshala.com/job/detail/data-engineer-job-in-bangalore-at-joveo1776904287,Internshala,Data Engineer,5.0,,,,1.0
Data Scientist,LS Digital Group,Maharashtra,2 year(s),Competitive salary,[],"About the Role:We are seeking a highly motivated Data Scientist to join our LS Digital team. The ideal candidate will have hands-on experience in building ML models, developing end-to-end pipelines, and deploying AI/ML solutions. Exposure to Generative AI technologies is a plus. In this role, you will contribute to the design, development, and deployment of AI/ML-driven products and services leveraging Google Vertex AI and related Google Cloud Machine Learning capabilities.Key Responsibilities: Design, develop, and deploy end-to-end machine learning pipelines. Build predictive and prescriptive models to solve business problems. Collaborate with cross-functional teams to implement AI/ML solutions in production. Optimize and monitor ML models to ensure performance and scalability. Explore and apply Generative AI technologies to enhance product capabilities. Translate business requirements into technical solutions leveraging Vertex AI and Google ML tools. Document methodologies, models, and processes for internal use and knowledge sharing.Qualifications & Skills: Bachelors or Masters degree in Computer Science, Statistics, Mathematics, or a related field. 2 - 3 years of experience in data science, machine learning, and analytics. Strong programming skills in Python and familiarity with ML frameworks (TensorFlow, PyTorch, or scikit-learn). Experience with building and deploying end-to-end ML pipelines. Exposure to cloud ML platforms, preferably Google Vertex AI. Strong SQL skills for querying, data manipulation, and working with structured datasets. Understanding of data engineering concepts, data preprocessing, and feature engineering. Knowledge of Generative AI models and applications is a plus. Strong problem-solving skills, analytical mindset, and attention to detail. Ability to communicate complex technical concepts to both technical and non-technical stakeholders.Why Join Us: Work on cutting-edge AI/ML projects with real business impact. Exposure to the latest in cloud-based ML technologies and Generative AI. Collaborative and innovative work environment.",5 days ago,2026-04-28,https://internshala.com/job/detail/data-scientist-job-in-maharashtra-at-ls-digital-group1776904252,Internshala,Data Scientist,5.0,,,,2.0
Data Engineer (Gujarat - Onsite),CloudLabs Inc,Remote,2 year(s),Competitive salary,[],"About CloudLabs:CloudLabs Inc was founded in 2014 with the mission to provide exceptional IT & Business consulting services at a competitive price, to help clients realize the best value from their investments.Within a short span, CloudLabs evolved from pure-play consulting into a transformative partner for Business Acceleration Advisory, Transformative Application Development & Managed Services - enabling digital transformations, M&A transitions, Automation & Process-driven optimizations & complex Integration initiatives for enterprises across the globe. As a Strategic Planning & Implementation Partner for global companies, CloudLabs has seen a 200% uptake in winning high-value, high-impact and high-risk projects that are critical for the business.With offices in the US, Canada, & India and with the team of 250+ experienced specialists, CloudLabs is now at an inflection point and ready for its next curve of progress.Please write & follow us here:Website: cloudlabsit.comLinkedIn: CloudLabs IncEmail us: info@cloudlabsit.comWhat we offer:We welcome candidates rejoining the workforce after career break/parental leave and support their journey to reacclimatize too corporate.Flexible remote work.Competitive pay package.Attractive policy, medical insurance benefits, industry leading training.Opportunity to work remotely is available.Experience requirement: Minimum 2 years software DevelopmentLocation: Gandevi - OnsiteJob type: OnsiteJob description:We are seeking a skilled Data Engineer with at least 2 years of experience to design, develop, and maintain database solutions. The ideal candidate will have strong SQL and programming skills, experience in relational database concepts.Key Responsibilities:2+ years pf experience in IT DevelopmentDevelop, test, and maintain SQL scripts, stored procedures, triggers, and functions.Strong experience in Programming (Java / Python / C++ / PHP)Design and implement database solutions to support application development.Collaborate with application developers and business analysts to understand requirements.Perform database troubleshooting and resolve issues promptly.Create and maintain documentation for database processes and structures.Nice to HaveExperience in Snowflake or ETL developmentExcellent verbal and written communication skills",7 days ago,2026-04-28,https://internshala.com/job/detail/remote-data-engineer-gujarat-onsite-job-at-cloudlabs-inc1776762492,Internshala,Data Engineer,7.0,,,,2.0
Data Scientist,V4c.ai,Remote,No experience required,Competitive salary,[],"Overview:The Data Scientist supports the development and implementation of data models, focusing on Machine Learning, under the supervision of more experienced scientists, contributing to the teams innovative projects.Job Description:Assist in the development of Machine Learning models and algorithms, contributing to the design and implementation of data-driven solutions.Perform data preprocessing, cleaning, and analysis, preparing datasets for modeling and supporting higher-level data science initiatives.Learn from and contribute to projects involving Deep Learning and General AI, gaining hands-on experience under the guidance of senior data scientists.Engage in continuous professional development, enhancing skills in Python, Machine Learning, and related areas through training and practical experience.Collaborate with team members to ensure the effective implementation of data science solutions, participating in brainstorming sessions and project discussions.Support the documentation of methodologies and results, ensuring transparency and reproducibility of data science processes.Qualifications:Bachelor's degree in Computer Science, Statistics, Mathematics, or a related field, with a strong interest in Machine Learning, Deep Learning, and AI.Experience in a data science role, demonstrating practical experience and strong Python programming skills.Exposure to Business Intelligence (BI) & Data Engineering concepts and tools.Familiarity with data platforms such as Dataiku is a bonus.Skills:Solid understanding of Machine Learning principles and practical experience in Python programming.Familiarity with data science and machine learning libraries in Python (e.g., scikit-learn, pandas, NumPy).Eagerness to learn Deep Learning and General AI technologies, with a proactive approach to acquiring new knowledge and skills.Strong analytical and problem-solving abilities, capable of tackling data-related challenges and deriving meaningful insights.Basic industry domain knowledge, with a willingness to deepen expertise and apply data science principles to solve real-world problems.Effective communication skills, with the ability to work collaboratively in a team environment and contribute to discussions.v4c.ai is an equal opportunity employer. We value diversity and are committed to creating an inclusive environment for all employees, regardless of race, color, religion, gender, sexual orientation, national origin, age, disability, or veteran status.We believe in the power of diversity and strive to foster a culture where every team member feels valued and respected. We encourage applications from individuals of all backgrounds and experiences.If you are passionate about diversity and innovation and thrive in a collaborative environment, we invite you to apply and join our team.",7 days ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-data-scientist-job-at-v4cai1776760280,Internshala,Data Scientist,7.0,,,,0.0
Junior Data Scientist,Genisys Group,Bangalore,2 year(s),Competitive salary,[],"Job Title: Data ScientistExperience: 2 to 5 YearsLocation: BengaluruShift Time: 9AM to 6 PM ISTJob Type: Full-time (Immediate Joiners only)SummaryWe are seeking a highly analytical Senior Data Scientist with 24 years of experience to design and deploy advanced statistical, forecasting, and machine learning solutions. The ideal candidate will have a strong foundation in Python, Spark, and SQL, with a proven track record of building production-ready models that solve complex business problems.Key ResponsibilitiesStatistical Modeling & Forecasting: Build and deploy probabilistic forecasting models for demand and capacity using regression, ARIMA/SARIMA, and state-space models.Machine Learning Development: Develop and experiment with regression, tree-based models, gradient boosting, and neural networks, selecting approaches based on accuracy and interpretability.MLOps & Production Governance: Own the full model lifecycle, including backtesting, deployment, monitoring for data drift, and ensuring models are versioned and reproducible.Data Engineering & Feature Extraction: Perform exploratory data analysis (EDA) and feature engineering on large datasets, partnering with engineering teams to ensure data quality and pipeline efficiency.Cross-functional Collaboration: Work closely with product managers and engineers to define analytics requirements and clearly communicate modeling assumptions to non-technical audiencesRequired Qualifications & ExperienceExperience: 24 years of proven experience as a Data Scientist or Data Analyst.Core Technical Skills: Strong proficiency in Python, SQL, and big data technologies like Spark or Hadoop.Machine Learning: Hands-on experience with frameworks such as Scikit-learn, TensorFlow, or PyTorch, including deep learning applications.Statistical Expertise: Solid understanding of time series analysis, hypothesis testing, and probabilistic forecasting methods.Gen AI Exposure: Potential experience or interest in working on Generative AI projects is highly valued for this role.Education: Bachelors or Masters degree in Computer Science, Mathematics, Statistics, or a related field.Preferred Skills / CertificationsCloud Platforms: Experience with Google Cloud Platform (GCP), AWS, or Azure is an added advantage.Tools: Familiarity with data visualization tools and modern MLOps practices.Distributed Computing: Advanced experience with PySpark for scalable modeling and data processing.",7 days ago,2026-04-28,https://internshala.com/job/detail/junior-data-scientist-job-in-bangalore-at-genisys-group1776731518,Internshala,Data Scientist,7.0,,,,2.0
Data Engineer / Data Scientist  Trainer,HirePeaks Consulting,Indore,No experience required,Competitive salary,[],"Job Title: Data Engineer / Data Scientist  TrainerEmployment Type: Full-TimeLocation: Indore (Night Shift) Timings - 6:30 PM - 3:30 AMRole OverviewWe are looking for a highly skilled Data Engineer / Data Scientist  Trainer with strong expertise in Data Analytics, Data Engineering, and AI/ML concepts. The candidate will be responsible for delivering practical, industry-oriented training and preparing candidates for roles ranging from Data Analyst to Data Scientist.Key ResponsibilitiesDeliver training on Data Analytics, Data Engineering, and Machine Learning conceptsDesign and implement structured training programs and learning pathsConduct hands-on sessions using tools like Python, SQL, Pandas, and NumPyProvide training on real-world datasets and project-based learningGuide candidates on AI/ML models and their practical applicationsConduct assessments, mock interviews, and track candidate progressMentor candidates and resolve technical queries effectivelyRequired Skills & QualificationsStrong knowledge of Data Analytics, Data Engineering, and Machine LearningHands-on experience with Python, SQL, Pandas, NumPy, and related toolsGood understanding of data processing, data pipelines, and ETL conceptsFamiliarity with AI/ML algorithms and real-world use casesExcellent communication and presentation skillsAbility to simplify complex concepts for learnersPreferred QualificationsPrior experience in training or mentoringExperience working on real-world data projectsKnowledge of advanced tools/libraries (e.g., Scikit-learn, TensorFlow, or similar)Additional ExpectationsAbility to handle training sessions independentlyStrong problem-solving and doubt-resolution skillsFocus on practical, job-oriented training and placement readinessSalaryCompetitive salary based on experience and interview performance",7 days ago,2026-04-28,https://internshala.com/job/detail/fresher-data-engineer-data-scientist-trainer-job-in-indore-at-hirepeaks-consulting1776731466,Internshala,Data Scientist,7.0,,,,0.0
Data Engineer,Latinem Private Limited,Hyderabad,2 year(s),Competitive salary,[],"Position: Data EngineerLocation: Hyderabad (On-site)Work Hours: RegularExperience: 2-3 yearsMust Have Skills: Data Engineering, ETL/ELT Pipelines, Python/SQL, Data Modeling, Process Automation, Workflow Orchestration, Billing/Data Processing Systems, API Integration, Cloud Platforms (AWS/Azure/GCP), Data WarehousingAbout the RoleWe are looking for a skilled Data Engineer to build and manage data pipelines and automation solutions focused on billing systems and AI-driven (agentic) process automation. The role involves designing scalable data architectures, enabling real-time data processing, and supporting intelligent automation across business workflows.Key ResponsibilitiesDesign, develop, and maintain scalable ETL/ELT pipelines for billing and operational dataBuild data workflows to automate billing, invoicing, and reconciliation processesEnable real-time and batch data processing for business-critical use casesIntegrate data from multiple sources including APIs, ERP, CRM, and external systemsSupport AI-driven (agentic) workflows with clean, structured, and reliable dataDesign and optimize data models, warehouses, and data lakesEnsure data quality, governance, and security standardsMonitor, troubleshoot, and optimize data pipelines and performanceWhat You Should BringBachelors degree in computer science, Engineering, or related field2-4ss years of experience in data engineering and pipeline developmentStrong programming skills in Python and SQLExperience with ETL/ELT tools and workflow orchestration (Airflow, etc.)Hands-on experience with cloud platforms (AWS/Azure/GCP)Strong understanding of data modeling and data warehousing conceptsExperience working with large-scale datasets and distributed systemsStrong analytical and problem-solving skillsPreferred SkillsExperience with real-time streaming (Kafka, Spark Streaming, etc.)Exposure to AI/ML data pipelines and agentic workflowsKnowledge of billing systems and financial data processingExperience with data visualization tools (Power BI, Tableau)Familiarity with DevOps, CI/CD, and data governance frameworks",1 week ago,2026-04-28,https://internshala.com/job/detail/data-engineer-job-in-nanakramguda-at-latinem-private-limited1776645061,Internshala,Data Engineer,7.0,,,,2.0
Data Engineer (Databricks),Servify,Maharashtra,1 year(s),Competitive salary,[],"About Servify:Servify is a global product lifecycle management company, operating across 3 continents (in India, North America, Europe and MENA), that focuses on designing as well as administering custom product protection programs and exchange/upgrade programs for carriers, OEM brands, and retailers. We have cultivated a diverse, global client portfolio that includes global fortune 100 companies, OEMs (with more than 87% global mobile phone market share including the likes of Apple and Samsung), and more than 75 other brands to support their product care solutions. Servify protects tens of millions of devices across the globe and supports distribution of device protection products in over 200,000+ retail outlets globally.POSITION SUMMARY:We are seeking an experienced Data Engineer to take operational ownership of our established data ecosystem. If you have 1+ years of data engineering experience and Databricks in a production environment, this is your chance to drive a critical platform transformation.This role provides significant autonomy. You will be responsible for the continuous health of our production pipelines, ensuring data quality, and leading the charge to consolidate our entire visualization layer by migrating dashboards from Tableau onto Databricks.KEY RESPONSIBILITIES:Pipeline Stabilization & Management: Manage, monitor, and ensure the 24/7 operational reliability of our current suite of production Databricks (PySpark/Delta Lake) pipelines. You are directly responsible for pipeline operational health.ETL Architecture Fidelity: Maintain and iterate on complex ETL/ELT processes structured around the Medallion Architecture. Guarantee the integrity and performance of data moving from Bronze to Gold layers.Visualization Migration Lead: Execute the end-to-end migration of all existing business intelligence dashboards from Tableau onto the native Databricks visualization platform. This is a core focus area.Source System Integration: Design and optimize ingestion logic for diverse data sources, with specific responsibility for extracting, transforming, and loading data efficiently from PostgreSQL and MongoDB.Partner Sharing & Security: Establish and govern secure, reliable mechanisms for sharing finalized Databricks visualizations and reports with both internal stakeholders and external partners.Cost & Performance Optimization: Actively tune Spark jobs, cluster configurations and Delta tables to drive down cloud costs and reduce pipeline latency.REQUIREMENTS:1+ years experience in building and managing robust data infrastructure.Databricks: Recent hands-on production experience in managing jobs, clusters, and data assets within the Databricks environment.Expert proficiency in Python (PySpark) and advanced SQL. You should be comfortable working extensively with Databricks notebooks and terminals.Database Expertise: Proven ability to connect to, query, and efficiently extract large datasets from PostgreSQL (Postgres DB) & MongoDB (Understanding of NoSQL schema and extraction methods is key).Architecture & Methodology: Practical experience implementing and maintaining the Medallion Data Architecture.BI Tool Knowledge: Prior exposure to Tableau is essential for understanding the migration scope, coupled with proven experience developing dashboards in Databricks SQL Analytics/Warehouse.",1 week ago,2026-04-28,https://internshala.com/job/detail/data-engineer-databricks-job-in-maharashtra-at-servify1776645057,Internshala,Data Engineer,7.0,,,,1.0
Senior Data Analyst,Kamakhya Analytics Private Limited,Bangalore,2 year(s),Competitive salary,[],"Location: Bangalore-HybridDepartment: Analytics & EngineeringTeam: Modelling, Pattern Recognition and InsightsAbout the Company: Kamakhya Analytics is a technology-driven research and consulting organisation helping leaders, parties, and institutions decode Indias political and policy landscape. We bring together survey science, data analytics, and strategic insight to answer complex questions about public opinion, governance, and performance. From ground-level fieldwork to advanced modelling and interpretation, every project is built for clarity, accuracy, and impact. Our teams manage the complete research cycle  design, execution, data engineering, and delivery  under a single framework of discipline, transparency, and speed. Quality and integrity define our work. We apply rigorous controls in sampling and verification, maintain secure and reproducible data systems, and communicate results that withstand scrutiny. At Kamakhya, our mission is simple: turn evidence into strategy and insight into action.Role SummaryAs a part of the Modelling, Pattern Recognition and Insights team , you will have a great chance to build tools, models and pipelines from early days by reinventing the concept of using data for the greater good. Job Summary:Lead analytical initiatives to transform raw data into actionable insights that guide strategic and operational decision-making.Develop, automate, and optimize dashboards, reporting frameworks, and analytical models to support cross-functional teams.Partner with business stakeholders to define analytical requirements, identify gaps, and recommend data-driven solutions.Ensure data quality, governance, and consistency across analytics and reporting processes.Lead a team of data analysts and data scientists to holistically achieve data related needs of the department and produce high quality data insights and reports.Key Responsibilities:Oversee end-to-end data collection, cleansing, validation, and analysis to ensure decision-ready, high-quality datasets.Lead the development and governance of dashboards, reports, and KPI frameworks to provide consistent and actionable insights.Direct exploratory analysis, trend evaluation, and root-cause investigations to identify risks, opportunities, and performance drivers.Interact, manage and understand stakeholder requirements and advanced analytics functions that support forecasting and strategic business planning.Maintain and manage data repositories, data tables and data frames for easy reproducibility, storage and retrieval. Support and manage documentation and reporting requirements, work closely with Intelligence and Reporting teams to ensure data processing and data visualisationsExperience and Qualifications:Minimum qualification:Bachelors in Data Science or any related quantitative field and min 2 years of relevant working experience.Proven experience of working with relational databases using SQL and ability to write, execute and interpret detailed queries.Knowledge and hands on experience with advanced features/functions of MS Excel such as Pivot tables, Lookup functions, Index functions etc.Visualization using Tableau/Power BI is a must along with proven professional working experience of any visualization toolPreferred qualification:MBA/Postgraduation in Data Science, or a related quantitative field with 3-4 years of Data Analysis experience across banking, finance or FMCG industry.Skills/SoftwaresKnowledge of Data Automation tools such as VBA, Power Query combined with any one ETL tool Intermediary knowledge of Python for Data Optimization, Processing and Cleaning is an added advantage. Knowledge and expertise of R Shiny, ggplot2, Matplotlib etc for data visualization is an added advantage",1 week ago,2026-04-28,https://internshala.com/job/detail/senior-data-analyst-job-in-bangalore-at-kamakhya-analytics-private-limited1776590292,Internshala,Data Analyst,7.0,,,,2.0
Machine Learning Engineer,Pacer Group,Remote,1 year(s),Competitive salary,[],"Machine Learning Engineer/DevOps Engineer Junior Software Engineer (MLOps / DevOps)Location: India (Remote in US shift) Core Hours: 11 AM  2 PM PST (Pacific US shift - Flexible beyond this)Pay: INR 50k-60k per month On-Call: No About the RoleWe are looking for a Junior MLOps / DevOps Engineer (Level 1) to support machine learning workflows, automation, and deployment pipelines within a fast-paced data science environment. Key ResponsibilitiesBuild and maintain ML pipelines & CI/CD workflowsSupport model deployment (Vertex AI / similar platforms)Automate infrastructure using Terraform (IaC)Collaborate with data scientists on workflow optimizationDevelop reporting pipelines using BigQuery / Tableau / LookerTroubleshoot deployment and performance issues Required Skills13 years of experience in MLOps / DevOpsStrong in PythonBasic knowledge of GCP / AWSFamiliarity with Kubernetes & containerizationUnderstanding of ML model lifecycle (deployment, monitoring)SQL & reporting tools exposure Nice to HaveExperience with Vertex AI / SageMakerInterest in GenAI & automation",1 week ago,2026-04-28,https://internshala.com/job/detail/remote-machine-learning-engineer-job-at-pacer-group1776589145,Internshala,Machine Learning Engineer,7.0,,,,1.0
Machine Learning Engineer,Skylark Labs,Maharashtra,2 year(s),Competitive salary,[],"Location: Pune  Experience: 2+ years  Employment Type: Full-TimeAbout Skylark LabsAt Skylark Labs, we pioneer embodied artificial intelligence that seamlessly integrates into every physical device, evolving toward true general intelligence. Our mission is to transform the world by creating adaptive AI systems that empower innovation, enhance safety, and redefine connectivity for a smarter, more sustainable future.We are building scalable AI-driven solutions to power next-generation visual intelligence systems. Join our team of passionate engineers and researchers to solve real-world computer vision problems across domains like robotics, smart cities, manufacturing, surveillance, and public safety - all while contributing to the future of embodied AI.Key ResponsibilitiesDesign, develop, and deploy robust computer vision models for object detection, classification, segmentation, pose estimation, tracking, and OCR tasksHandle end-to-end data management including dataset curation, preprocessing, augmentation, and annotation for large-scale image and video dataImplement optimization techniques such as model quantization, pruning, and knowledge distillation for efficient edge deploymentOptimize model inference performance on both cloud and edge computing platformsDevelop and fine-tune deep learning architectures using modern frameworksIntegrate computer vision models into production pipelines and edge-based inference systemsCollaborate with MLOps/DevOps and product teams to deploy CV solutions at scaleResearch and evaluate emerging techniques to continuously improve system accuracy and efficiencyRequired Skills2+ years of hands-on experience in computer vision and deep learning developmentProficiency in Python with computer vision libraries and data processing toolsStrong expertise in deep learning frameworks for training custom models and leveraging pretrained architecturesExperience with deployment and optimization on edge computing devicesFamiliarity with hardware acceleration and model optimization toolsUnderstanding of classical computer vision techniques including image processing fundamentalsExperience in data pipeline management for vision applicationsProficiency with version control systems and collaborative development workflowsBasic experience working with video streams from cameras, drones, or embedded platformsNice-to-HaveExperience with model serving frameworks and inference optimization toolsFamiliarity with MLOps practices and CI/CD pipeline integrationKnowledge of Vision-Language Models (VLMs) and multimodal AI systems for advanced visual understandingKnowledge of cloud AI services and edge computing platformsExperience with real-time object tracking algorithmsDomain experience in smart surveillance, OCR, safety detection, or embedded CV applications",1 week ago,2026-04-28,https://internshala.com/job/detail/machine-learning-engineer-job-in-maharashtra-at-skylark-labs1776587946,Internshala,Machine Learning Engineer,7.0,,,,2.0
